"uninjured_rep1" "uninjured_rep2" "regen_rep1" "regen_rep2"
"ENSDARG00000004169" 1412 1291 3543 4077
"ENSDARG00000004171" 1154 1358 2475 2768
"ENSDARG00000004173" 5075 4719 18495 18295
"ENSDARG00000004174" 6192 5222 10436 10119
"ENSDARG00000004176" 487 393 573 674
"ENSDARG00000004177" 1254 1141 1188 1311
"ENSDARG00000004184" 1140 1031 1601 1706
"ENSDARG00000004187" 159 101 93 64
"ENSDARG00000004189" 1048 993 3923 3698
"ENSDARG00000004196" 2820 2142 3682 4172
"ENSDARG00000004199" 0 0 68 32
"ENSDARG00000004204" 9 9 9 7
"ENSDARG00000004211" 619 600 820 868
"ENSDARG00000004218" 287 289 171 183
"ENSDARG00000004219" 33 31 36 30
"ENSDARG00000004221" 1 3 9 5
"ENSDARG00000004227" 508 420 2510 2175
"ENSDARG00000004232" 7 17 5 3
"ENSDARG00000004243" 144 119 113 115
"ENSDARG00000004246" 1940 1555 3135 3056
"ENSDARG00000004251" 106 133 670 694
"ENSDARG00000004256" 3 5 10 6
"ENSDARG00000004260" 24 13 28 23
"ENSDARG00000004261" 2543 2878 9721 10436
"ENSDARG00000004262" 189 200 169 202
"ENSDARG00000004265" 212 231 436 474
"ENSDARG00000004270" 3783 3632 6438 6450
"ENSDARG00000004274" 158 128 279 326
"ENSDARG00000004280" 992 898 2293 2393
"ENSDARG00000004282" 207 146 324 305
"ENSDARG00000004291" 2142 2364 1297 1612
"ENSDARG00000004296" 104 77 51 71
"ENSDARG00000004297" 1037 689 2047 1687
"ENSDARG00000004301" 815 714 1180 1113
"ENSDARG00000004302" 28 13 13 23
"ENSDARG00000004305" 684 710 529 500
"ENSDARG00000004306" 135 152 266 240
"ENSDARG00000004307" 121 150 383 385
"ENSDARG00000004308" 379 310 539 615
"ENSDARG00000004311" 904 942 989 981
"ENSDARG00000004312" 1270 722 1194 1072
"ENSDARG00000004318" 245 238 342 332
"ENSDARG00000004322" 8 10 8 12
"ENSDARG00000004325" 244 187 302 297
"ENSDARG00000004328" 63 39 51 51
"ENSDARG00000004336" 850 994 1816 1599
"ENSDARG00000004342" 8373 7045 7803 8597
"ENSDARG00000004343" 582 535 1119 1215
"ENSDARG00000004358" 28 41 8 15
"ENSDARG00000004363" 1098 987 2573 2511
"ENSDARG00000004372" 924 976 1866 1880
"ENSDARG00000004377" 536 497 551 572
"ENSDARG00000004378" 1203 1075 1795 1732
"ENSDARG00000004386" 44 34 35 35
"ENSDARG00000004392" 13 7 5 10
"ENSDARG00000004396" 227 194 271 271
"ENSDARG00000004402" 214 345 358 474
"ENSDARG00000004405" 201 154 522 560
"ENSDARG00000004406" 409 327 533 519
"ENSDARG00000004415" 1783 1333 1933 2098
"ENSDARG00000004427" 435 283 1309 1575
"ENSDARG00000004433" 340 300 289 291
"ENSDARG00000004436" 154 142 440 505
"ENSDARG00000004445" 22 22 23 24
"ENSDARG00000004447" 202 174 796 897
"ENSDARG00000004451" 877 861 848 844
"ENSDARG00000004452" 3024 2922 5878 6255
"ENSDARG00000004455" 17 29 34 28
"ENSDARG00000004459" 1416 1191 1353 1260
"ENSDARG00000004460" 335 285 1104 1123
"ENSDARG00000004470" 1291 1451 8558 8027
"ENSDARG00000004472" 99 88 258 276
"ENSDARG00000004473" 51 59 20 27
"ENSDARG00000004492" 279 213 458 471
"ENSDARG00000004497" 1307 1101 779 846
"ENSDARG00000004498" 483 443 371 465
"ENSDARG00000004502" 227 146 147 165
"ENSDARG00000004517" 1651 1499 3471 3403
"ENSDARG00000004525" 519 515 807 770
"ENSDARG00000004527" 243 195 1129 1570
"ENSDARG00000004529" 32 26 33 43
"ENSDARG00000004532" 273 357 272 293
"ENSDARG00000004537" 6674 5576 4510 4604
"ENSDARG00000004539" 7774 5119 4240 3581
"ENSDARG00000004541" 2 3 1 4
"ENSDARG00000004561" 314 254 191 205
"ENSDARG00000004574" 154 151 326 339
"ENSDARG00000004576" 98 106 826 703
"ENSDARG00000004580" 11 9 9 5
"ENSDARG00000004581" 1166 1148 2867 2730
"ENSDARG00000004586" 23 26 32 35
"ENSDARG00000004587" 1317 1060 676 713
"ENSDARG00000004588" 1577 1378 10445 10141
"ENSDARG00000004592" 130 99 38 40
"ENSDARG00000004594" 147 157 563 555
"ENSDARG00000004597" 16 10 24 22
"ENSDARG00000004616" 677 565 938 955
"ENSDARG00000004618" 246 266 402 437
"ENSDARG00000004621" 951 1021 543 533
"ENSDARG00000004627" 126 128 3338 3363
"ENSDARG00000004632" 551 615 744 768
"ENSDARG00000004633" 14 16 7 11
"ENSDARG00000004634" 1045 941 1537 1561
"ENSDARG00000004635" 461 418 1657 1875
"ENSDARG00000004636" 717 651 1563 1583
"ENSDARG00000004643" 3 1 3 4
"ENSDARG00000004647" 43 39 85 93
"ENSDARG00000004648" 46 59 66 68
"ENSDARG00000004658" 9628 6549 5136 5867
"ENSDARG00000004665" 4791 5873 35104 30178
"ENSDARG00000004672" 1158 868 1570 1662
"ENSDARG00000004680" 1382 1343 2557 2700
"ENSDARG00000004686" 3 4 0 4
"ENSDARG00000004687" 462 447 964 973
"ENSDARG00000004692" 388 395 1847 2211
"ENSDARG00000004695" 28 14 11 10
"ENSDARG00000004696" 328 293 643 706
"ENSDARG00000004697" 509 376 405 428
"ENSDARG00000004702" 7145 3743 3177 2765
"ENSDARG00000004706" 1680 1260 1838 1816
"ENSDARG00000004713" 62 59 1125 1296
"ENSDARG00000004714" 1796 1806 6160 5850
"ENSDARG00000004721" 488 448 994 939
"ENSDARG00000004722" 4736 4227 6732 7221
"ENSDARG00000004724" 1424 1135 252 278
"ENSDARG00000004726" 1161 1007 2320 2283
"ENSDARG00000004727" 242 197 708 805
"ENSDARG00000004729" 1922 1694 2164 2236
"ENSDARG00000004735" 4594 5066 11402 11171
"ENSDARG00000004736" 48 51 77 79
"ENSDARG00000004745" 2228 1660 880 977
"ENSDARG00000004748" 4748 4254 1135 2205
"ENSDARG00000004753" 69 61 67 65
"ENSDARG00000004754" 743 768 4633 4334
"ENSDARG00000004757" 61240 41442 66012 70549
"ENSDARG00000004763" 153 206 96 112
"ENSDARG00000004771" 2337 2293 1613 1839
"ENSDARG00000004774" 768 706 1503 1515
"ENSDARG00000004780" 407 333 603 607
"ENSDARG00000004782" 1450 1311 1681 1640
"ENSDARG00000004785" 1495 1391 2752 3370
"ENSDARG00000004789" 1950 1907 1197 1511
"ENSDARG00000004794" 985 805 745 529
"ENSDARG00000004796" 506 445 1017 1129
"ENSDARG00000004798" 526 504 522 648
"ENSDARG00000004806" 406 392 1107 1114
"ENSDARG00000004823" 3 11 6 12
"ENSDARG00000004830" 2048 1788 3623 3627
"ENSDARG00000004836" 650 711 1159 1068
"ENSDARG00000004840" 193 180 834 767
"ENSDARG00000004843" 1641 1438 1181 1177
"ENSDARG00000004845" 229 229 390 378
"ENSDARG00000004851" 171 169 226 289
"ENSDARG00000004861" 26 26 42 62
"ENSDARG00000004864" 74 78 33 30
"ENSDARG00000004866" 704 635 1000 1002
"ENSDARG00000004869" 6 3 2 2
"ENSDARG00000004870" 1637 1414 2868 2819
"ENSDARG00000004871" 177 153 137 143
"ENSDARG00000004874" 34 37 39 31
"ENSDARG00000004875" 6466 3287 2416 2269
"ENSDARG00000004877" 1691 1451 2140 2193
"ENSDARG00000004880" 105 136 1060 969
"ENSDARG00000004889" 565 463 665 795
"ENSDARG00000004891" 1170 1164 1706 1824
"ENSDARG00000004896" 3420 3088 8036 8290
"ENSDARG00000004904" 7 7 31 20
"ENSDARG00000004906" 1591 1533 4731 4417
"ENSDARG00000004909" 875 602 1909 1805
"ENSDARG00000004917" 701 631 794 719
"ENSDARG00000004925" 500 498 493 499
"ENSDARG00000004926" 171 207 1024 1229
"ENSDARG00000004930" 7179 7847 4462 4657
"ENSDARG00000004931" 862 1014 539 731
"ENSDARG00000004932" 398 430 1310 1173
"ENSDARG00000004937" 53 82 606 707
"ENSDARG00000004939" 438 497 1468 1495
"ENSDARG00000004948" 1931 1375 1783 1762
"ENSDARG00000004952" 179 160 435 112
"ENSDARG00000004953" 323 290 1655 781
"ENSDARG00000004954" 5207 3925 6947 5972
"ENSDARG00000004956" 795 633 1269 1436
"ENSDARG00000004958" 421 409 402 433
"ENSDARG00000004964" 354 340 338 351
"ENSDARG00000004965" 119 110 277 336
"ENSDARG00000004979" 466 401 668 671
"ENSDARG00000004988" 158 143 141 154
"ENSDARG00000005001" 31 31 257 255
"ENSDARG00000005002" 706 539 1097 1108
"ENSDARG00000005004" 72 64 58 80
"ENSDARG00000005010" 587 519 761 932
"ENSDARG00000005015" 1334 1084 1136 1310
"ENSDARG00000005023" 1040 1003 31982 32935
"ENSDARG00000005026" 788 923 922 838
"ENSDARG00000005033" 236 224 604 572
"ENSDARG00000005034" 451 334 501 587
"ENSDARG00000005039" 11550 10236 22098 22987
"ENSDARG00000005049" 240 142 520 500
"ENSDARG00000005050" 3 4 8 8
"ENSDARG00000005057" 332 361 609 699
"ENSDARG00000005058" 432 425 3799 3450
"ENSDARG00000005078" 806 726 2233 2625
"ENSDARG00000005085" 133 125 232 242
"ENSDARG00000005092" 417 322 432 462
"ENSDARG00000005095" 25 11 126 139
"ENSDARG00000005098" 74 87 1120 1013
"ENSDARG00000005104" 12914 11095 7155 7839
"ENSDARG00000005108" 10453 8375 6208 6639
"ENSDARG00000005112" 20 19 21 27
"ENSDARG00000005115" 625 719 4243 4258
"ENSDARG00000005121" 403 305 644 610
"ENSDARG00000005122" 2062 2298 6029 5564
"ENSDARG00000005126" 207 175 390 429
"ENSDARG00000005128" 506 348 827 903
"ENSDARG00000005134" 343 416 2827 2682
"ENSDARG00000005139" 7 7 3 3
"ENSDARG00000005141" 139 106 289 376
"ENSDARG00000005150" 15 9 20 23
"ENSDARG00000005154" 141 107 48 54
"ENSDARG00000005159" 349 257 266 265
"ENSDARG00000005161" 43 33 35 66
"ENSDARG00000005162" 16659 14973 26005 26134
"ENSDARG00000005163" 461 517 696 680
"ENSDARG00000005172" 628 632 597 721
"ENSDARG00000005173" 30 30 38 23
"ENSDARG00000005176" 1 5 3 1
"ENSDARG00000005179" 424 362 590 543
"ENSDARG00000005185" 667 568 3438 3016
"ENSDARG00000005186" 932 758 964 870
"ENSDARG00000005191" 12208 8587 13746 13324
"ENSDARG00000005210" 1520 1372 1833 2069
"ENSDARG00000005216" 79 110 2142 1944
"ENSDARG00000005218" 369 273 524 523
"ENSDARG00000005220" 2349 2150 2867 3148
"ENSDARG00000005221" 27 25 64 76
"ENSDARG00000005230" 4730 3220 12315 12948
"ENSDARG00000005232" 184 159 357 397
"ENSDARG00000005236" 2702 2808 5866 5688
"ENSDARG00000005246" 227 197 354 308
"ENSDARG00000005251" 578 571 1322 1392
"ENSDARG00000005254" 1600 1891 10846 10475
"ENSDARG00000005257" 5 5 0 4
"ENSDARG00000005271" 591 599 531 644
"ENSDARG00000005273" 195 216 1330 1548
"ENSDARG00000005274" 38 29 202 224
"ENSDARG00000005284" 67 52 250 293
"ENSDARG00000005314" 3 5 8 7
"ENSDARG00000005315" 4120 4063 4295 4472
"ENSDARG00000005318" 2316 2379 3239 3096
"ENSDARG00000005320" 471 441 196 265
"ENSDARG00000005327" 224 143 46 64
"ENSDARG00000005332" 5 6 12 16
"ENSDARG00000005333" 9922 8405 14972 13292
"ENSDARG00000005335" 12 21 11 7
"ENSDARG00000005343" 104 84 369 383
"ENSDARG00000005350" 4854 4273 5718 5912
"ENSDARG00000005355" 3711 2057 1631 1573
"ENSDARG00000005356" 247 211 407 486
"ENSDARG00000005359" 2084 1662 4157 3867
"ENSDARG00000005364" 99 69 431 385
"ENSDARG00000005368" 407 428 3189 2494
"ENSDARG00000005371" 116 134 49 27
"ENSDARG00000005372" 414 379 226 293
"ENSDARG00000005374" 344 360 1074 1057
"ENSDARG00000005377" 395 368 606 622
"ENSDARG00000005382" 468 371 629 637
"ENSDARG00000005392" 12 2 5 4
"ENSDARG00000005394" 1089 1044 2330 2348
"ENSDARG00000005397" 468 407 519 539
"ENSDARG00000005414" 112 78 245 251
"ENSDARG00000005416" 1828 1507 999 1164
"ENSDARG00000005419" 125 103 263 202
"ENSDARG00000005423" 359 370 1831 1763
"ENSDARG00000005425" 1042 998 1189 1245
"ENSDARG00000005446" 2506 2323 6884 5954
"ENSDARG00000005448" 235 202 239 333
"ENSDARG00000005451" 6963 6226 18593 17362
"ENSDARG00000005453" 109 85 98 92
"ENSDARG00000005454" 99 97 2623 2350
"ENSDARG00000005456" 3331 3156 4016 4600
"ENSDARG00000005458" 1499 1292 2590 2588
"ENSDARG00000005462" 406 404 2423 2355
"ENSDARG00000005463" 491 510 1661 1497
"ENSDARG00000005464" 833 710 1425 1523
"ENSDARG00000005468" 1943 1599 2373 2051
"ENSDARG00000005470" 52 58 43 66
"ENSDARG00000005476" 7421 5596 2388 2604
"ENSDARG00000005479" 1358 1295 4956 4884
"ENSDARG00000005481" 3946 2518 1647 1856
"ENSDARG00000005482" 1858 1452 2267 2404
"ENSDARG00000005485" 1 2 6 5
"ENSDARG00000005500" 286 231 416 506
"ENSDARG00000005513" 50516 37713 24597 28259
"ENSDARG00000005518" 27 14 15 29
"ENSDARG00000005522" 10 1 16 22
"ENSDARG00000005525" 890 693 1262 1479
"ENSDARG00000005526" 42 40 107 142
"ENSDARG00000005536" 857 685 1820 1903
"ENSDARG00000005540" 1269 1018 2211 2113
"ENSDARG00000005541" 3820 3672 1319 1015
"ENSDARG00000005544" 275 220 343 401
"ENSDARG00000005547" 154 109 689 579
"ENSDARG00000005549" 645 491 1138 1126
"ENSDARG00000005551" 1955 1720 6238 6113
"ENSDARG00000005559" 31 21 13 11
"ENSDARG00000005560" 798 660 4684 4414
"ENSDARG00000005561" 248 248 618 614
"ENSDARG00000005565" 124 96 121 110
"ENSDARG00000005567" 1451 1045 2545 2420
"ENSDARG00000005574" 3 4 12 16
"ENSDARG00000005576" 1399 1388 2528 2598
"ENSDARG00000005578" 49 46 107 84
"ENSDARG00000005586" 843 705 694 641
"ENSDARG00000005590" 91 93 438 399
"ENSDARG00000005593" 289 211 399 411
"ENSDARG00000005595" 109 85 77 94
"ENSDARG00000005600" 312 216 221 222
"ENSDARG00000005606" 576 499 1218 1237
"ENSDARG00000005612" 1306 1259 2776 2748
"ENSDARG00000005619" 19 14 210 202
"ENSDARG00000005620" 3753 3500 5138 4890
"ENSDARG00000005625" 405 335 682 712
"ENSDARG00000005626" 35 50 72 108
"ENSDARG00000005627" 339 230 354 359
"ENSDARG00000005628" 4567 3893 7596 8102
"ENSDARG00000005629" 217 189 322 241
"ENSDARG00000005640" 73 63 136 144
"ENSDARG00000005642" 764 643 1334 1331
"ENSDARG00000005643" 504 416 1638 1496
"ENSDARG00000005645" 235 207 1966 2041
"ENSDARG00000005648" 200 173 338 325
"ENSDARG00000005651" 382 331 316 373
"ENSDARG00000005652" 2086 1757 2204 2348
"ENSDARG00000005670" 191 175 325 341
"ENSDARG00000005673" 1579 959 597 504
"ENSDARG00000005675" 1083 1111 6215 5906
"ENSDARG00000005679" 1367 1311 2164 2459
"ENSDARG00000005690" 308 275 319 400
"ENSDARG00000005699" 756 1045 4016 3978
"ENSDARG00000005704" 109 72 87 105
"ENSDARG00000005713" 615 481 354 393
"ENSDARG00000005716" 549 850 459 380
"ENSDARG00000005738" 539 536 807 887
"ENSDARG00000005739" 905 660 808 915
"ENSDARG00000005749" 27 21 38 30
"ENSDARG00000005754" 7610 7760 11149 11816
"ENSDARG00000005756" 923 798 2041 1842
"ENSDARG00000005762" 2843 2544 4309 5344
"ENSDARG00000005772" 492 348 400 447
"ENSDARG00000005774" 6492 5822 18310 18250
"ENSDARG00000005775" 37 41 29 41
"ENSDARG00000005780" 8 5 2 3
"ENSDARG00000005783" 539 473 480 558
"ENSDARG00000005785" 194 127 174 185
"ENSDARG00000005786" 84 78 89 90
"ENSDARG00000005789" 1242 1253 6737 6480
"ENSDARG00000005791" 37241 23948 23337 24189
"ENSDARG00000005799" 1403 1327 998 1180
"ENSDARG00000005800" 813 832 950 1058
"ENSDARG00000005814" 19 19 13 12
"ENSDARG00000005821" 114 87 194 132
"ENSDARG00000005823" 491 529 877 890
"ENSDARG00000005827" 1273 1111 2572 2742
"ENSDARG00000005828" 91 89 208 276
"ENSDARG00000005832" 282 251 780 715
"ENSDARG00000005834" 824 624 1376 1609
"ENSDARG00000005840" 1368 1155 3958 3863
"ENSDARG00000005841" 1385 1469 1265 1515
"ENSDARG00000005842" 1256 1016 1058 1062
"ENSDARG00000005846" 2 5 4 2
"ENSDARG00000005853" 9 3 5 6
"ENSDARG00000005861" 1934 1776 1276 1450
"ENSDARG00000005867" 1125 1096 2680 2840
"ENSDARG00000005870" 543 436 611 714
"ENSDARG00000005872" 903 808 845 960
"ENSDARG00000005879" 26878 20009 44405 46563
"ENSDARG00000005883" 64 50 146 149
"ENSDARG00000005887" 480 432 1252 1355
"ENSDARG00000005891" 2143 2134 2744 2778
"ENSDARG00000005894" 24 28 19 28
"ENSDARG00000005897" 200 186 235 280
"ENSDARG00000005901" 3524 2656 1257 1410
"ENSDARG00000005908" 1508 1389 1172 1561
"ENSDARG00000005913" 40 31 45 55
"ENSDARG00000005915" 874 721 929 1078
"ENSDARG00000005916" 244 173 225 256
"ENSDARG00000005924" 1260 877 1197 1362
"ENSDARG00000005926" 4308 2179 4164 4243
"ENSDARG00000005927" 1143 905 1000 950
"ENSDARG00000005941" 1942 1662 4589 4587
"ENSDARG00000005942" 49 44 49 37
"ENSDARG00000005943" 671 536 327 333
"ENSDARG00000005944" 3643 3292 6603 6031
"ENSDARG00000005945" 1597 1511 3426 3598
"ENSDARG00000005947" 549 277 1626 1836
"ENSDARG00000005948" 344 330 690 764
"ENSDARG00000005959" 47 42 43 58
"ENSDARG00000005966" 445 405 200 262
"ENSDARG00000005972" 1375 1203 2114 2170
"ENSDARG00000005974" 364 380 701 725
"ENSDARG00000005980" 7476 6230 3564 4632
"ENSDARG00000005989" 538 519 2937 2794
"ENSDARG00000005993" 67 71 1277 1296
"ENSDARG00000006003" 470 413 735 711
"ENSDARG00000006005" 1195 762 1404 1489
"ENSDARG00000006008" 79 75 60 81
"ENSDARG00000006010" 320 298 1109 1098
"ENSDARG00000006011" 177 154 177 211
"ENSDARG00000006017" 258 205 606 658
"ENSDARG00000006019" 5560 4280 5228 4885
"ENSDARG00000006021" 457 385 600 565
"ENSDARG00000006025" 512 454 382 444
"ENSDARG00000006029" 412 346 1955 1767
"ENSDARG00000006031" 1925 1751 1094 1190
"ENSDARG00000006038" 392 325 1068 1058
"ENSDARG00000006040" 707 559 1919 1901
"ENSDARG00000006044" 454 405 510 660
"ENSDARG00000006052" 1112 1025 769 941
"ENSDARG00000006060" 3878 2683 2077 1995
"ENSDARG00000006062" 703 615 1796 1838
"ENSDARG00000006065" 357 296 527 586
"ENSDARG00000006074" 311 426 969 1034
"ENSDARG00000006079" 18 13 9 8
"ENSDARG00000006092" 3419 2883 8395 7923
"ENSDARG00000006093" 107 135 77 98
"ENSDARG00000006094" 1130 900 1290 1254
"ENSDARG00000006109" 1 1 3 7
"ENSDARG00000006110" 42 48 102 85
"ENSDARG00000006112" 7214 8043 9760 9048
"ENSDARG00000006120" 127 119 321 322
"ENSDARG00000006124" 3290 2720 6079 6097
"ENSDARG00000006125" 4458 3915 5419 5156
"ENSDARG00000006128" 396 353 3052 2733
"ENSDARG00000006137" 2 1 4 9
"ENSDARG00000006145" 176 127 290 280
"ENSDARG00000006151" 61 46 51 73
"ENSDARG00000006169" 2252 2180 2616 2761
"ENSDARG00000006174" 11 5 72 45
"ENSDARG00000006181" 42 51 130 117
"ENSDARG00000006192" 414 373 526 484
"ENSDARG00000006196" 1844 1270 2327 2270
"ENSDARG00000006200" 3806 3597 15569 14321
"ENSDARG00000006202" 3335 3401 1284 1744
"ENSDARG00000006207" 144 127 210 226
"ENSDARG00000006212" 83 69 99 121
"ENSDARG00000006215" 256 185 409 433
"ENSDARG00000006219" 1057 1142 2498 2618
"ENSDARG00000006220" 39 36 101 91
"ENSDARG00000006225" 2707 2458 6684 6732
"ENSDARG00000006235" 1474 1392 1180 1419
"ENSDARG00000006240" 984 804 1407 1435
"ENSDARG00000006242" 2265 1884 6586 7225
"ENSDARG00000006251" 599 515 2875 2742
"ENSDARG00000006253" 903 784 1473 1399
"ENSDARG00000006257" 1509 1548 3043 2806
"ENSDARG00000006260" 16567 13595 42039 38266
"ENSDARG00000006266" 4211 4075 3565 3204
"ENSDARG00000006272" 1021 1140 856 786
"ENSDARG00000006275" 3277 1721 3278 3149
"ENSDARG00000006279" 83 89 147 125
"ENSDARG00000006281" 79 116 112 111
"ENSDARG00000006283" 2480 2348 3047 2899
"ENSDARG00000006288" 527 564 1356 1337
"ENSDARG00000006290" 794 471 1811 1835
"ENSDARG00000006292" 566 385 375 668
"ENSDARG00000006299" 386 251 351 349
"ENSDARG00000006300" 371 273 653 703
"ENSDARG00000006301" 683 498 2801 2781
"ENSDARG00000006307" 60 58 119 140
"ENSDARG00000006308" 160 120 181 178
"ENSDARG00000006314" 14121 13060 23803 25059
"ENSDARG00000006316" 57066 37158 46171 46853
"ENSDARG00000006331" 48 51 125 149
"ENSDARG00000006332" 1678 1417 1983 1960
"ENSDARG00000006341" 12 19 7 15
"ENSDARG00000006345" 522 333 653 639
"ENSDARG00000006350" 24 35 25 28
"ENSDARG00000006353" 583 436 3540 3476
"ENSDARG00000006368" 120 97 563 628
"ENSDARG00000006370" 1205 1160 2227 1995
"ENSDARG00000006372" 226 191 307 321
"ENSDARG00000006375" 988 946 4993 4703
"ENSDARG00000006383" 316 294 291 330
"ENSDARG00000006385" 2816 1688 1694 1793
"ENSDARG00000006389" 1023 950 1799 1659
"ENSDARG00000006392" 207 208 592 713
"ENSDARG00000006394" 1346 1176 1637 1724
"ENSDARG00000006395" 3589 3097 3416 3519
"ENSDARG00000006396" 92 77 103 101
"ENSDARG00000006397" 2923 2627 4122 4111
"ENSDARG00000006399" 3779 2987 9533 8997
"ENSDARG00000006408" 664 713 1577 1934
"ENSDARG00000006409" 3 12 29 20
"ENSDARG00000006413" 13212 10762 14318 18688
"ENSDARG00000006420" 1965 1836 3282 3323
"ENSDARG00000006422" 4118 4374 2317 2256
"ENSDARG00000006427" 40 20 1 1
"ENSDARG00000006434" 297 254 461 492
"ENSDARG00000006447" 55 35 152 150
"ENSDARG00000006456" 1010 804 3650 3159
"ENSDARG00000006462" 2160 2403 2555 2689
"ENSDARG00000006468" 205 174 214 177
"ENSDARG00000006474" 20 14 60 48
"ENSDARG00000006477" 923 976 2276 2397
"ENSDARG00000006487" 5676 4948 10458 11056
"ENSDARG00000006491" 1071 1016 1090 1245
"ENSDARG00000006494" 269 224 370 404
"ENSDARG00000006497" 566 488 1447 1243
"ENSDARG00000006503" 9 8 6 3
"ENSDARG00000006508" 456 331 265 330
"ENSDARG00000006514" 347 282 2122 2076
"ENSDARG00000006518" 572 517 1542 1672
"ENSDARG00000006522" 4 8 10 13
"ENSDARG00000006524" 2551 2149 4683 4773
"ENSDARG00000006526" 8155 9221 84138 104366
"ENSDARG00000006527" 1074 956 2224 2275
"ENSDARG00000006544" 82 65 1818 1622
"ENSDARG00000006545" 308 210 522 554
"ENSDARG00000006546" 3340 2729 3162 2796
"ENSDARG00000006553" 2255 2181 4636 4792
"ENSDARG00000006560" 89 85 146 177
"ENSDARG00000006566" 592 581 1531 1643
"ENSDARG00000006567" 107 139 269 280
"ENSDARG00000006577" 88 85 89 80
"ENSDARG00000006584" 1111 993 1555 1434
"ENSDARG00000006585" 123 113 129 143
"ENSDARG00000006588" 56512 34652 14417 26341
"ENSDARG00000006598" 15 13 225 122
"ENSDARG00000006600" 1372 1246 2078 2297
"ENSDARG00000006601" 489 382 459 526
"ENSDARG00000006602" 21 25 14 19
"ENSDARG00000006603" 1653 1527 3496 3502
"ENSDARG00000006604" 260 250 619 560
"ENSDARG00000006607" 17 26 6 10
"ENSDARG00000006609" 4081 3532 5146 5100
"ENSDARG00000006615" 32 29 22 28
"ENSDARG00000006617" 1091 935 2004 2090
"ENSDARG00000006621" 1461 1477 1883 1985
"ENSDARG00000006624" 592 610 2013 2059
"ENSDARG00000006636" 26 12 33 38
"ENSDARG00000006639" 10696 6614 12262 12425
"ENSDARG00000006640" 20 15 6 4
"ENSDARG00000006642" 954 792 1731 1879
"ENSDARG00000006666" 251 208 529 556
"ENSDARG00000006672" 875 795 592 723
"ENSDARG00000006677" 647 659 1127 1142
"ENSDARG00000006678" 548 538 479 566
"ENSDARG00000006683" 1063 1019 1947 1919
"ENSDARG00000006686" 1311 1441 1751 1797
"ENSDARG00000006687" 1362 1036 3306 3273
"ENSDARG00000006691" 79024 50647 49370 52565
"ENSDARG00000006693" 1738 1558 990 1029
"ENSDARG00000006705" 535 470 904 935
"ENSDARG00000006712" 350 236 492 423
"ENSDARG00000006719" 1002 859 1661 2028
"ENSDARG00000006729" 7833 5089 7570 7154
"ENSDARG00000006747" 30 31 47 64
"ENSDARG00000006754" 77 74 674 742
"ENSDARG00000006757" 374 288 1329 1117
"ENSDARG00000006758" 307 237 669 655
"ENSDARG00000006760" 472 457 1307 1500
"ENSDARG00000006766" 4109 3781 13246 13314
"ENSDARG00000006773" 25 22 22 15
"ENSDARG00000006775" 147 96 249 271
"ENSDARG00000006782" 1439 1412 2656 2449
"ENSDARG00000006786" 1025 862 2713 2825
"ENSDARG00000006791" 665 603 1112 1052
"ENSDARG00000006797" 18989 18798 217214 192486
"ENSDARG00000006811" 196 198 71 59
"ENSDARG00000006812" 1125 876 2300 2209
"ENSDARG00000006816" 559 570 497 564
"ENSDARG00000006818" 172 168 781 771
"ENSDARG00000006832" 641 707 482 578
"ENSDARG00000006837" 862 735 1823 1851
"ENSDARG00000006838" 33 44 46 49
"ENSDARG00000006840" 1396 1482 1667 1662
"ENSDARG00000006848" 1436 1262 1192 1453
"ENSDARG00000006849" 2556 2448 2408 3124
"ENSDARG00000006859" 279 189 947 892
